JoinerType,IndexType,Workers,Attempt,Status,Duration_ms,Throughput_tuples_s
handshake,alex,8,1,SUCCESS,3972.59,251673.84
handshake,alex,8,2,SUCCESS,4285.93,233274.69
handshake,alex,8,3,SUCCESS,3818.3,261861.23
handshake,bplustree,8,1,SUCCESS,4784.61,208963.83
handshake,bplustree,8,2,SUCCESS,5099.4,196061.61
handshake,bplustree,8,3,SUCCESS,4937.83,202471.33
